Lemma,Part of Speech Code,Full Citation Form,BDAG Entry,Danker Entry,Dodson Entry,Mounce Entry,Strongs,GK,Dodson Part of Speech Code,Gloss,Mounce MorphCat,root,verbs,Part of Speech
συμπληρόω,V,,συμπληρόω,συμπληρόω,συμπληρόω,συμπληρόω,4845,5230,V,I fill completely,cv-1d(3),,,Verb
συμπνίγω,V,,συμπνίγω,συμπνίγω,συμπνίγω,συμπνίγω,4846,5231,V,"I choke utterly, crowd upon",cv-1b(2),,,Verb
συμπολίτης,N,"συμπολίτης, ου, ὁ",συμπολίτης,"συμπολίτης, ου, ὁ","συμπολίτης, ου, ὁ",συμπολίτης,4847,5232,N:M,a fellow citizen,n-1f,,,Noun
συμπορεύομαι,V,,συμπορεύομαι,συμπορεύομαι,συμπορεύομαι,συμπορεύομαι,4848,5233,V,"I journey together with, assemble",cv-1a(6),,,Verb
συμπόσιον,N,"συμπόσιον, ου, τό",συμπόσιον,"συμπόσιον, ου, τό","συμπόσιον, ου, τό",συμπόσιον,4849,5235,N:N,"a drinking party, festive company",n-2c,,,Noun
συμπρεσβύτερος,N,"συμπρεσβύτερος, ου, ὁ",συμπρεσβύτερος,"συμπρεσβύτερος, ου, ὁ","συμπρεσβύτερος, ου, ὁ",συμπρεσβύτερος,4850,5236,N:M,a fellow elder,n-2a,,,Noun
συμφέρω,V,,συμφέρω,συμφέρω,συμφέρω,συμφέρω,4851,5237,V,"I collect, am profitable to",cv-1c(1),,,Verb
σύμφημι,V,,σύμφημι,σύμφημι,σύμφημι,σύμφημι,4852,5238,V,I assent to,cv-6b,,,Verb
σύμφορον,A,"σύμφορος, ον",σύμφορος,"σύμφορος, ον",,σύμφορος,,5239,,,a-3a,,,Adjective
συμφυλέτης,N,"συμφυλέτης, ου, ὁ",συμφυλέτης,,"συμφυλέτης, ου, ὁ",συμφυλέτης,4853,5241,N:M,a fellow country-man,n-1f,,,Noun
συμφύομαι,V,,συμφύω,συμφύω,συμφύω,συμφύω,4855,5243,V,I grow at the same time,cv-1a(4),,,Verb
σύμφυτος,A,"σύμφυτος, ον",σύμφυτος,"σύμφυτος, ον","σύμφυτος, ον",σύμφυτος,4854,5242,A,"grown together, united with",a-3a,,,Adjective
συμφωνέω,V,,συμφωνέω,συμφωνέω,συμφωνέω,συμφωνέω,4856,5244,V,I agree with,cv-1d(2a),,,Verb
συμφώνησις,N,"συμφώνησις, εως, ἡ",συμφώνησις,"συμφώνησις, εως, ἡ","συμφώνησις, εως, ἡ",συμφώνησις,4857,5245,N:F,"harmony, agreement",n-3e(5b),,,Noun
συμφωνία,N,"συμφωνία, ας, ἡ",συμφωνία,"συμφωνία, ας, ἡ","συμφωνία, ας, ἡ",συμφωνία,4858,5246,N:F,"harmony of instruments, music",n-1a,,,Noun
σύμφωνος,A,"σύμφωνος, ον",σύμφωνος,"σύμφωνος, ον","σύμφωνος, ον",σύμφωνος,4859,5247,A,"harmonious, agreeing with",a-3a,,,Adjective
συμψηφίζω,V,,συμψηφίζω,συμψηφίζω,συμψηφίζω,συμψηφίζω,4860,5248,V,"I compute, reckon up",cv-2a(1),,,Verb
σύμψυχος,A,"σύμψυχος, ον",σύμψυχος,"σύμψυχος, ον","σύμψυχος, ον",σύμψυχος,4861,5249,A,of one accord,a-3a,,,Adjective
σύν,P,,σύν,σύν,σύν,σύν,4862,5250,PREP,with,prep,,,Preposition
συνάγω,V,,συνάγω,συνάγω,συνάγω,συνάγω,4863,5251,V,I gather together,cv-1b(2),σύν + *ἀγ 2Aor P1c,"συνάξω, συνήγαγον, -, συνῆγμαι, συνήχθην",Verb
συναγωγή,N,"συναγωγή, ῆς, ἡ",συναγωγή,"συναγωγή, ῆς, ἡ","συναγωγή, ῆς, ἡ",συναγωγή,4864,5252,N:F,"an assembly, congregation, synagogue",n-1b,,,Noun
συναγωνίζομαι,V,,συναγωνίζομαι,συναγωνίζομαι,συναγωνίζομαι,συναγωνίζομαι,4865,5253,V,I struggle in company with,cv-2a(1),,,Verb
συναθλέω,V,,συναθλέω,συναθλέω,συναθλέω,συναθλέω,4866,5254,V,I compete together with others,cv-1d(2a),,,Verb
συναθροίζω,V,,συναθροίζω,συναθροίζω,συναθροίζω,συναθροίζω,4867,5255,V,"I gather together, assemble",cv-2a(1),,,Verb
συναίρω,V,,συναίρω,συναίρω,συναίρω,συναίρω,4868,5256,V,"I make a reckoning, settle accounts",cv-2d(2),,,Verb
συναιχμάλωτος,N/A,"συναιχμάλωτος, ου, ὁ",συναιχμάλωτος,"συναιχμάλωτος, ου, ὁ","συναιχμάλωτος, ου, ὁ",συναιχμάλωτος,4869,5257,A,a fellow captive,n-2a,,,Noun
συνακολουθέω,V,,συνακολουθέω,συνακολουθέω,συνακολουθέω,συνακολουθέω,4870,5258,V,I accompany,cv-1d(2a),,,Verb
συναλίζομαι,V,,συναλίζω,συναλίζω,συναλίζομαι,συναλίζω,4871,5259,V,I am assembled together with,cv-2a(1),,,Verb
συναλλάσσω,V,,συναλλάσσω,συναλλάσσω,,συναλλάσσω,,5261,,,cv-2b,,,Verb
συναναβαίνω,V,,συναναβαίνω,συναναβαίνω,συναναβαίνω,συναναβαίνω,4872,5262,V,I go up with,cv-2d(6),,,Verb
συνανάκειμαι,V,,συνανάκειμαι,συνανάκειμαι,συνανάκειμαι,συνανάκειμαι,4873,5263,V,I recline at table with,cv-6b,,,Verb
συναναμίγνυμι,V,,συναναμίγνυμι,συναναμίγνυμι,συναναμίγνυμι,συναναμείγνυμι,4874,5264,V,I keep company with,,,,Verb
συναναπαύομαι,V,,συναναπαύομαι,συναναπαύομαι,συναναπαύομαι,συναναπαύομαι,4875,5265,V,I rest along with,cv-1a(5),,,Verb
συναντάω,V,,συναντάω,συναντάω,συναντάω,συναντάω,4876,5267,V,"I meet, encounter",cv-1d(1a),,,Verb
συναντιλαμβάνομαι,V,,συναντιλαμβάνομαι,συναντιλαμβάνομαι,συναντιλαμβάνομαι,συναντιλαμβάνομαι,4878,5269,V,"I assist, help",cv-3a(2b),,,Verb
συναπάγομαι,V,,συναπάγω,συναπάγω,συναπάγω,συναπάγω,4879,5270,V,"I lead away with, condescend to",cv-1b(2),,,Verb
συναποθνῄσκω,V,,συναποθνῄσκω,συναποθνῄσκω,συναποθνῄσκω,συναποθνῄσκω,4880,5271,V,I die together with,cv-5a,,,Verb
συναπόλλυμαι,V,,συναπόλλυμι,συναπόλλυμι,συναπόλλυμι,συναπόλλυμι,4881,5272,V,I perish along with,cv-3c(2),,,Verb
συναποστέλλω,V,,συναποστέλλω,συναποστέλλω,συναποστέλλω,συναποστέλλω,4882,5273,V,I send together with,cv-2d(1),,,Verb
συναρμολογέομαι,V,,συναρμολογέω,συναρμολογέω,συναρμολογέω,συναρμολογέω,4883,5274,V,I fit together,cv-1d(2a),,,Verb
συναρπάζω,V,,συναρπάζω,συναρπάζω,συναρπάζω,συναρπάζω,4884,5275,V,"I seize, drag by force",cv-2a(1),,,Verb
συναυξάνομαι,V,,συναυξάνω,συναυξάνω,συναυξάνομαι,συναυξάνω,4885,5277,V,I grow together,cv-3a(1),,,Verb
συνδέομαι,V,,συνδέω,συνδέω,συνδέω,συνδέω,4887,5279,V,I bind together,cv-1d(2b),,,Verb
σύνδεσμος,N,"σύνδεσμος, ου, ὁ",σύνδεσμος,"σύνδεσμος, ου, ὁ","σύνδεσμος, ου, ὁ",σύνδεσμος,4886,5278,N:M,"a band, bond",n-2a,,,Noun
συνδοξάζομαι,V,,συνδοξάζω,συνδοξάζω,συνδοξάζω,συνδοξάζω,4888,5280,V,I glorify together with,cv-2a(1),,,Verb
σύνδουλος,N,"σύνδουλος, ου, ὁ",σύνδουλος,"σύνδουλος, ου, ὁ","σύνδουλος, ου, ὁ",σύνδουλος,4889,5281,N:M,"a fellow servant, colleague",n-2a,,,Noun
συνδρομή,N,"συνδρομή, ῆς, ἡ",συνδρομή,"συνδρομή, ῆς, ἡ","συνδρομή, ῆς, ἡ",συνδρομή,4890,5282,N:F,a running together,n-1b,,,Noun
συνεγείρω,V,,συνεγείρω,συνεγείρω,συνεγείρω,συνεγείρω,4891,5283,V,I raise along with,cv-2d(3),,,Verb
συνέδριον,N,"συνέδριον, ου, τό",συνέδριον,"συνέδριον, ου, τό","συνέδριον, ου, τό",συνέδριον,4892,5284,N:N,"a council, the Sanhedrin",n-2c,,,Noun
συνείδησις,N,"συνείδησις, εως, ἡ",συνείδησις,"συνείδησις, εως, ἡ","συνείδησις, εως, ἡ",συνείδησις,4893,5287,N:F,the conscience,n-3e(5b),,,Noun
σύνειμι,V,,,σύνειμι,σύνειμι,σύνειμι,4895,5289,V,I am with,cv-6b,,,Verb
συνεισέρχομαι,V,,συνεισέρχομαι,συνεισέρχομαι,συνεισέρχομαι,συνεισέρχομαι,4897,5291,V,I enter together with,cv-1b(2),,,Verb
συνέκδημος,N,"συνέκδημος, ου, ὁ",συνέκδημος,"συνέκδημος, ου, ὁ","συνέκδημος, ου, ὁ, ἡ",συνέκδημος,4898,5292,N:M,a fellow traveler,n-2a,,,Noun
συνεκλεκτός,A,"συνεκλεκτός, ή, όν",συνεκλεκτός,"συνεκλεκτός, ή, όν","συνεκλεκτός, ή, όν",συνεκλεκτός,4899,5293,A,fellow-elect,a-1a(2a),,,Adjective
συνεπιμαρτυρέω,V,,συνεπιμαρτυρέω,συνεπιμαρτυρέω,συνεπιμαρτυρέω,συνεπιμαρτυρέω,4901,5296,V,I unite in bearing witness,cv-1d(2a),,,Verb
συνεπιτίθεμαι,V,,συνεπιτίθημι,συνεπιτίθημι,,συνεπιτίθημι,,5298,,,cv-6a,,,Verb
συνέπομαι,V,,συνέπομαι,συνέπομαι,συνέπομαι,συνέπομαι,4902,5299,V,I accompany,cv-1d(3),,,Verb
συνεργέω,V,,συνεργέω,συνεργέω,συνεργέω,συνεργέω,4903,5300,V,I work together,cv-1d(2a),,,Verb
συνεργός,A,"συνεργός, οῦ, ὁ",συνεργός,"συνεργός, οῦ, ὁ","συνεργός, οῦ, ὁ",συνεργός,4904,5301,A,a fellow worker,n-2a,,,Adjective
συνέρχομαι,V,,συνέρχομαι,συνέρχομαι,συνέρχομαι,συνέρχομαι,4905,5302,V,"I come or go with, accompany, assemble",cv-1b(2),,,Verb
συνεσθίω,V,,συνεσθίω,συνεσθίω,συνεσθίω,συνεσθίω,4906,5303,V,I eat with,cv-1b(3),,,Verb
σύνεσις,N,"σύνεσις, εως, ἡ",σύνεσις,"σύνεσις, εως, ἡ","σύνεσις, εως, ἡ",σύνεσις,4907,5304,N:F,understanding,n-3e(5b),,,Noun
συνετός,A,"συνετός, ή, όν",συνετός,"συνετός, ή, όν","συνετός, ή, όν",συνετός,4908,5305,A,"intelligent, prudent, wise",a-1a(2a),,,Adjective
συνευδοκέω,V,,συνευδοκέω,συνευδοκέω,συνευδοκέω,συνευδοκέω,4909,5306,V,"I consent, agree, am of one mind with",cv-1d(2a),,,Verb
συνευωχέομαι,V,,συνευωχέομαι,συνευωχέομαι,συνευωχέομαι,συνευωχέομαι,4910,5307,V,I feast sumptuously with,cv-1d(2a),,,Verb
συνεφίστημι,V,,συνεφίστημι,συνεφίστημι,συνεπίστημι,συνεφίστημι,4911,5308,V,I rise up together against,cv-6a,,,Verb
συνέχω,V,,συνέχω,συνέχω,συνέχω,συνέχω,4912,5309,V,"I press together, confine, compel, am afflicted with",cv-1b(2),,,Verb
συνήδομαι,V,,συνήδομαι,συνήδομαι,συνήδομαι,συνήδομαι,4913,5310,V,I delight inwardly in,cv-,,,Verb
συνήθεια,N,"συνήθεια, ας, ἡ",συνήθεια,"συνήθεια, ας, ἡ","συνήθεια, ας, ἡ",συνήθεια,4914,5311,N:F,"a custom, habit",n-1a,,,Noun
συνηλικιώτης,N,"συνηλικιώτης, ου, ὁ",συνηλικιώτης,"συνηλικιώτης, ου, ὁ","συνηλικιώτης, ου, ὁ",συνηλικιώτης,4915,5312,N:M,one of the same age,n-1f,,,Noun
συνθάπτομαι,V,,συνθάπτω,συνθάπτω,συνθάπτω,συνθάπτω,4916,5313,V,I bury along with,cv-4,,,Verb
συνθλάομαι,V,,συνθλάω,συνθλάω,συνθλάω,συνθλάω,4917,5314,V,"I break, break in pieces",cv-1d(1b),,,Verb
συνθλίβω,V,,συνθλίβω,συνθλίβω,συνθλίβω,συνθλίβω,4918,5315,V,I crowd upon,cv-1b(1),,,Verb
συνθρύπτω,V,,συνθρύπτω,συνθρύπτω,συνθρύπτω,συνθρύπτω,4919,5316,V,"I break in pieces, crush, thoroughly weaken",cv-4,,,Verb
συνίημι,V,,συνίημι,συνίημι/συνίω,συνίημι,συνίημι,4920,5317,V,"I consider, understand",cv-6a,,,Verb
σύνιημι,V,,συνίημι,συνίημι/συνίω,συνίημι,συνίημι,4920,5317,V,"I consider, understand",cv-6a,,,
συνιστάνω,V,,,"συνίστημι, συνιστάνω, συνιστάω",,,,,,,,,,Verb
συνίστημι,V,,συνίστημι,"συνίστημι, συνιστάνω, συνιστάω","συνίστημι, συνιστάνω",συνίστημι,4921,5319,V,"I commend, prove, am composed of, cohere",cv-6a,,,Verb
συνοδεύω,V,,συνοδεύω,συνοδεύω,συνοδεύω,συνοδεύω,4922,5321,V,"I journey with, accompany",cv-1a(6),,,Verb
συνοδία,N,"συνοδία, ας, ἡ",συνοδία,"συνοδία, ας, ἡ","συνοδία, ας, ἡ",συνοδία,4923,5322,N:F,"a company traveling together, a caravan",n-1a,,,Noun
σύνοιδα,V,,σύνοιδα,σύνοιδα,σύνοιδα,σύνοιδα,4894,5323,V,"I know, consider, am privy to",cv-1b(3),,,Verb
συνοικέω,V,,συνοικέω,συνοικέω,συνοικέω,συνοικέω,4924,5324,V,"I dwell with, live in wedlock with",cv-1d(2a),,,Verb
συνοικοδομέω,V,,συνοικοδομέω,συνοικοδομέω,συνοικοδομέω,συνοικοδομέω,4925,5325,V,I build together with,cv-1d(2a),,,Verb
συνομιλέω,V,,συνομιλέω,συνομιλέω,συνομιλέω,συνομιλέω,4926,5326,V,I talk with,,,,Verb
συνομορέω,V,,συνομορέω,συνομορέω,συνομορέω,συνομορέω,4927,5327,V,I am contiguous with,cv-1d(2a),,,Verb
συνοράω,V,,συνοράω,συνοράω,,συνοράω,,5328,,,cv-1d(1a),,,Verb
συνοχή,N,"συνοχή, ῆς, ἡ",συνοχή,"συνοχή, ῆς, ἡ","συνοχή, ῆς, ἡ",συνοχή,4928,5330,N:F,"distress, anguish",n-1b,,,Noun
συντάσσω,V,,συντάσσω,συντάσσω,συντάσσω,συντάσσω,4929,5332,V,"I arrange with, direct, appoint",cv-2b,,,Verb
συντέλεια,N,"συντέλεια, ας, ἡ",συντέλεια,"συντέλεια, ας, ἡ","συντέλεια, ας, ἡ",συντέλεια,4930,5333,N:F,"a completion, consummation, end",n-1a,,,Noun
συντελέω,V,,συντελέω,συντελέω,συντελέω,συντελέω,4931,5334,V,"I fulfill, accomplish",cv-1d(2a),,,Verb
συντέμνω,V,,συντέμνω,συντέμνω,συντέμνω,συντέμνω,4932,5335,V,"I cut short, bring to swift accomplishment",cv-3a(1),,,Verb
συντηρέω,V,,συντηρέω,συντηρέω,συντηρέω,συντηρέω,4933,5337,V,"I preserve, keep safe, keep in mind",cv-1d(2a),,,Verb
συντίθεμαι,V,,συντίθημι,συντίθημι,συντίθημι,συντίθημι,4934,5338,V,"I make an agreement, agree",cv-6a,,,Verb
συντόμως,D,,συντόμως,συντόμως,συντόμως,συντόμως,4935,5339,ADV,"concisely, briefly",adverb,,,Adverb
συντρέχω,V,,συντρέχω,συντρέχω,συντρέχω,συντρέχω,4936,5340,V,I run with,cv-1b(2),,,Verb
συντρίβω,V,,συντρίβω,συντρίβω,συντρίβω,συντρίβω,4937,5341,V,I break by crushing,cv-1b(1),,,Verb
σύντριμμα,N,"σύντριμμα, ατος, τό",σύντριμμα,"σύντριμμα, ατος, τό","σύντριμμα, ατος, τό",σύντριμμα,4938,5342,N:N,"crushing, destruction",n-3c(4),,,Noun
σύντροφος,A,"σύντροφος, ου, ὁ",σύντροφος,"σύντροφος, ου, ὁ","σύντροφος, ου, ὁ",σύντροφος,4939,5343,A,a foster brother,a-3a,,,Adjective
συντυγχάνω,V,,συντυγχάνω,συντυγχάνω,συντυγχάνω,συντυγχάνω,4940,5344,V,"I meet with, come to",cv-3a(2b),,,Verb
Συντύχη,N,"Συντύχη, ης, ἡ",Συντύχη,"Συντύχη, ης, ἡ","Συντύχη, ῆς, ἡ",Συντύχη,4941,5345,N:F,Syntyche,n-1b,,,Noun
συνυποκρίνομαι,V,,συνυποκρίνομαι,συνυποκρίνομαι,συνυποκρίνομαι,συνυποκρίνομαι,4942,5347,V,I dissemble with,cv-1c(2),,,Verb
συνυπουργέω,V,,συνυπουργέω,συνυπουργέω,συνυπουργέω,συνυπουργέω,4943,5348,V,I help together,cv-1d(2a),,,Verb
συνωδίνω,V,,συνωδίνω,συνωδίνω,συνωδίνω,συνωδίνω,4944,5349,V,I am in travail together,cv-1c(2),,,Verb
συνωμοσία,N,"συνωμοσία, ας, ἡ",συνωμοσία,"συνωμοσία, ας, ἡ","συνωμοσία, ας, ἡ",συνωμοσία,4945,5350,N:F,"a conspiracy, plot",n-1a,,,Noun
Συράκουσαι,N,"Συράκουσαι, ῶν, αἱ",Συράκουσαι,"Συράκουσαι, ῶν, αἱ","Συράκουσαι, ῶν, αἱ",Συράκουσαι,4946,5352,N:F,Syracuse,n-1c,,,Noun
Συρία,N,"Συρία, ας, ἡ",Συρία,"Συρία, ας, ἡ","Συρία, ας, ἡ",Συρία,4947,5353,N:F,Syria,n-1a,,,Noun
Σύρος,N,"Σύρος, ου, ὁ",Σύρος,"Σύρος, ου, ὁ","Σύρος, ου, ὁ",Σύρος,4948,5354,N:M,Syrian,n-2a,,,Noun
Συροφοινίκισσα,N,"Συροφοινίκισσα, ης, ἡ",Συροφοινίκισσα,"Συροφοινίκισσα, ης, ἡ","Συροφοινίκισσα, ης, ἡ",Συροφοινίκισσα,4949,5355,N:F,Syrophoenician,n-1c,,,Noun
Σύρτις,N,"Σύρτις, εως, ἡ",Σύρτις,"Σύρτις, εως, ἡ","Σύρτις, εως, ἡ",Σύρτις,4950,5358,N:F,"Syrtis, quicksand",n-3e(5b),,,Noun
